GameDate,GameStartET,Season,VisitorTeamName,VisitorPoints,HomeTeamName,HomePoints,Overtime,Attendance,ArenaName
2019-12-12,9:00p,2019-2020,Dallas Mavericks,122,Detroit Pistons,111,,20064,Little Caesars Arena
2019-12-12,10:30p,2019-2020,Portland Trail Blazers,99,Denver Nuggets,114,,18828,Pepsi Center
2019-12-13,7:00p,2019-2020,Los Angeles Lakers,113,Miami Heat,110,,20013,American Airlines Arena
2019-12-13,7:00p,2019-2020,Houston Rockets,130,Orlando Magic,107,,16335,Amway Center
2019-12-13,7:00p,2019-2020,New Orleans Pelicans,109,Philadelphia 76ers,116,,20620,Wells Fargo Center
2019-12-13,7:30p,2019-2020,Indiana Pacers,110,Atlanta Hawks,100,,15121,State Farm Arena
2019-12-13,8:00p,2019-2020,Charlotte Hornets,83,Chicago Bulls,73,,18377,United Center
2019-12-13,8:00p,2019-2020,Milwaukee Bucks,127,Memphis Grizzlies,114,,16109,FedExForum
2019-12-13,9:00p,2019-2020,Golden State Warriors,106,Utah Jazz,114,,18306,Vivint Smart Home Arena
2019-12-13,9:30p,2019-2020,Los Angeles Clippers,124,Minnesota Timberwolves,117,,17585,Target Center
2019-12-13,10:00p,2019-2020,New York Knicks,103,Sacramento Kings,101,,17583,Golden 1 Center
2019-12-14,5:00p,2019-2020,San Antonio Spurs,121,Phoenix Suns,119,OT,20013,Talking Stick Resort Arena
2019-12-14,7:30p,2019-2020,Brooklyn Nets,102,Toronto Raptors,110,,19800,Scotiabank Arena
2019-12-14,8:00p,2019-2020,Los Angeles Clippers,106,Chicago Bulls,109,,18426,United Center
2019-12-14,8:00p,2019-2020,Washington Wizards,111,Memphis Grizzlies,128,,15631,FedExForum
2019-12-14,8:30p,2019-2020,Miami Heat,122,Dallas Mavericks,118,OT,20333,American Airlines Center
2019-12-14,8:30p,2019-2020,Cleveland Cavaliers,108,Milwaukee Bucks,125,,17481,Fiserv Forum
2019-12-14,9:00p,2019-2020,Oklahoma City Thunder,102,Denver Nuggets,110,,19520,Pepsi Center
2019-12-14,9:00p,2019-2020,Detroit Pistons,115,Houston Rockets,107,,18055,Toyota Center
2019-12-15,3:30p,2019-2020,Orlando Magic,130,New Orleans Pelicans,119,,15388,Smoothie King Center
2019-12-15,5:00p,2019-2020,Charlotte Hornets,85,Indiana Pacers,107,,16061,Bankers Life Fieldhouse
2019-12-15,6:00p,2019-2020,Los Angeles Lakers,101,Atlanta Hawks,96,,16962,State Farm Arena
2019-12-15,6:00p,2019-2020,Philadelphia 76ers,89,Brooklyn Nets,109,,17732,Barclays Center
2019-12-15,8:00p,2019-2020,New York Knicks,105,Denver Nuggets,111,,18867,Pepsi Center
2019-12-15,8:30p,2019-2020,Sacramento Kings,100,Golden State Warriors,79,,18064,Chase Center
2019-12-16,7:00p,2019-2020,Washington Wizards,133,Detroit Pistons,119,,14632,Little Caesars Arena
2019-12-16,7:30p,2019-2020,Cleveland Cavaliers,113,Toronto Raptors,133,,19800,Scotiabank Arena
2019-12-16,8:00p,2019-2020,San Antonio Spurs,107,Houston Rockets,109,,18055,Toyota Center
2019-12-16,8:00p,2019-2020,Miami Heat,111,Memphis Grizzlies,118,,14021,FedExForum
2019-12-16,8:00p,2019-2020,Dallas Mavericks,120,Milwaukee Bucks,116,,17727,Fiserv Forum
2019-12-16,8:00p,2019-2020,Chicago Bulls,106,Oklahoma City Thunder,109,,18203,Chesapeake Energy Arena
2019-12-16,9:00p,2019-2020,Portland Trail Blazers,111,Phoenix Suns,110,,14193,Talking Stick Resort Arena
2019-12-17,7:00p,2019-2020,Sacramento Kings,102,Charlotte Hornets,110,,13229,Spectrum Center
2019-12-17,7:00p,2019-2020,Los Angeles Lakers,102,Indiana Pacers,105,,17923,Bankers Life Fieldhouse
2019-12-17,7:30p,2019-2020,Atlanta Hawks,120,New York Knicks,143,,18268,Madison Square Garden
2019-12-17,8:00p,2019-2020,Brooklyn Nets,108,New Orleans Pelicans,101,OT,15177,Smoothie King Center
2019-12-17,9:00p,2019-2020,Orlando Magic,102,Utah Jazz,109,,18306,Vivint Smart Home Arena
2019-12-17,10:30p,2019-2020,Phoenix Suns,99,Los Angeles Clippers,120,,19068,Staples Center
2019-12-18,7:00p,2019-2020,Charlotte Hornets,98,Cleveland Cavaliers,100,,17023,Rocket Mortgage FieldHouse
2019-12-18,7:00p,2019-2020,Toronto Raptors,112,Detroit Pistons,99,,15319,Little Caesars Arena
2019-12-18,7:00p,2019-2020,Miami Heat,108,Philadelphia 76ers,104,,20715,Wells Fargo Center
2019-12-18,7:00p,2019-2020,Chicago Bulls,110,Washington Wizards,109,OT,14987,Capital One Arena
2019-12-18,8:00p,2019-2020,New Orleans Pelicans,107,Minnesota Timberwolves,99,,12490,Target Center
2019-12-18,8:00p,2019-2020,Memphis Grizzlies,122,Oklahoma City Thunder,126,,18203,Chesapeake Energy Arena
2019-12-18,9:00p,2019-2020,Orlando Magic,104,Denver Nuggets,113,,18182,Pepsi Center
2019-12-18,9:30p,2019-2020,Boston Celtics,109,Dallas Mavericks,103,,20181,American Airlines Center
2019-12-18,10:00p,2019-2020,Golden State Warriors,112,Portland Trail Blazers,122,,19393,Moda Center
2019-12-19,7:30p,2019-2020,Utah Jazz,111,Atlanta Hawks,106,,16739,State Farm Arena
2019-12-19,8:00p,2019-2020,Los Angeles Lakers,104,Milwaukee Bucks,111,,18051,Fiserv Forum
2019-12-19,8:30p,2019-2020,Brooklyn Nets,105,San Antonio Spurs,118,,18354,AT&T Center
2019-12-19,10:30p,2019-2020,Houston Rockets,122,Los Angeles Clippers,117,,19068,Staples Center
2019-12-20,7:00p,2019-2020,Memphis Grizzlies,107,Cleveland Cavaliers,114,,19432,Rocket Mortgage FieldHouse
2019-12-20,7:00p,2019-2020,Sacramento Kings,105,Indiana Pacers,119,,14649,Bankers Life Fieldhouse
2019-12-20,7:30p,2019-2020,Detroit Pistons,93,Boston Celtics,114,,19156,TD Garden
2019-12-20,7:30p,2019-2020,Washington Wizards,118,Toronto Raptors,122,,19800,Scotiabank Arena
2019-12-20,8:00p,2019-2020,New York Knicks,114,Miami Heat,129,,19704,American Airlines Arena
2019-12-20,8:00p,2019-2020,Phoenix Suns,108,Oklahoma City Thunder,126,,18203,Chesapeake Energy Arena
2019-12-20,8:00p,2019-2020,Dallas Mavericks,117,Philadelphia 76ers,98,,20778,Wells Fargo Center
2019-12-20,9:00p,2019-2020,Minnesota Timberwolves,100,Denver Nuggets,109,,19520,Pepsi Center
2019-12-20,10:00p,2019-2020,Orlando Magic,103,Portland Trail Blazers,118,,19393,Moda Center
2019-12-20,10:30p,2019-2020,New Orleans Pelicans,102,Golden State Warriors,106,,18064,Chase Center
2019-12-21,5:00p,2019-2020,Utah Jazz,114,Charlotte Hornets,107,,16187,Spectrum Center
2019-12-21,6:00p,2019-2020,Atlanta Hawks,112,Brooklyn Nets,122,,16496,Barclays Center
2019-12-21,7:00p,2019-2020,Chicago Bulls,119,Detroit Pistons,107,,15948,Little Caesars Arena
2019-12-21,7:00p,2019-2020,Washington Wizards,108,Philadelphia 76ers,125,,20529,Wells Fargo Center
2019-12-21,7:30p,2019-2020,Milwaukee Bucks,123,New York Knicks,102,,18124,Madison Square Garden
2019-12-21,8:00p,2019-2020,Sacramento Kings,115,Memphis Grizzlies,119,,15603,FedExForum
2019-12-21,8:30p,2019-2020,Los Angeles Clippers,134,San Antonio Spurs,109,,18354,AT&T Center
2019-12-21,9:00p,2019-2020,Houston Rockets,139,Phoenix Suns,125,,16061,Talking Stick Resort Arena
2019-12-21,10:00p,2019-2020,Minnesota Timberwolves,106,Portland Trail Blazers,113,,19393,Moda Center
2019-12-22,3:30p,2019-2020,Dallas Mavericks,107,Toronto Raptors,110,,19800,Scotiabank Arena
2019-12-22,6:00p,2019-2020,Charlotte Hornets,93,Boston Celtics,119,,19156,TD Garden
2019-12-22,7:00p,2019-2020,Indiana Pacers,89,Milwaukee Bucks,117,,18029,Fiserv Forum
2019-12-22,7:00p,2019-2020,Los Angeles Clippers,112,Oklahoma City Thunder,118,,18203,Chesapeake Energy Arena
2019-12-22,9:30p,2019-2020,Denver Nuggets,128,Los Angeles Lakers,104,,18997,Staples Center
2019-12-23,7:00p,2019-2020,Atlanta Hawks,118,Cleveland Cavaliers,121,,18007,Rocket Mortgage FieldHouse
2019-12-23,7:00p,2019-2020,Philadelphia 76ers,125,Detroit Pistons,109,,16476,Little Caesars Arena
2019-12-23,7:00p,2019-2020,Toronto Raptors,115,Indiana Pacers,120,OT,17164,Bankers Life Fieldhouse
2019-12-23,7:00p,2019-2020,Washington Wizards,121,New York Knicks,115,,19413,Madison Square Garden
2019-12-23,7:00p,2019-2020,Chicago Bulls,95,Orlando Magic,103,,18846,Amway Center
2019-12-23,7:30p,2019-2020,Utah Jazz,104,Miami Heat,107,,19890,American Airlines Arena
2019-12-23,8:00p,2019-2020,San Antonio Spurs,145,Memphis Grizzlies,115,,16776,FedExForum
2019-12-23,9:00p,2019-2020,Denver Nuggets,113,Phoenix Suns,111,,16041,Talking Stick Resort Arena
2019-12-23,10:00p,2019-2020,New Orleans Pelicans,102,Portland Trail Blazers,94,,19499,Moda Center
2019-12-23,10:00p,2019-2020,Houston Rockets,113,Sacramento Kings,104,,17583,Golden 1 Center
2019-12-23,10:30p,2019-2020,Minnesota Timberwolves,104,Golden State Warriors,113,,18064,Chase Center
2019-12-25,12:00p,2019-2020,Boston Celtics,118,Toronto Raptors,102,,19800,Scotiabank Arena
2019-12-25,2:30p,2019-2020,Milwaukee Bucks,109,Philadelphia 76ers,121,,21028,Wells Fargo Center
2019-12-25,5:00p,2019-2020,Houston Rockets,104,Golden State Warriors,116,,18064,Chase Center
2019-12-25,8:00p,2019-2020,Los Angeles Clippers,111,Los Angeles Lakers,106,,18997,Staples Center
2019-12-25,10:30p,2019-2020,New Orleans Pelicans,112,Denver Nuggets,100,,19520,Pepsi Center
2019-12-26,7:00p,2019-2020,Washington Wizards,102,Detroit Pistons,132,,17188,Little Caesars Arena
2019-12-26,7:30p,2019-2020,New York Knicks,94,Brooklyn Nets,82,,17732,Barclays Center
2019-12-26,8:00p,2019-2020,San Antonio Spurs,98,Dallas Mavericks,102,,20427,American Airlines Center
2019-12-26,8:00p,2019-2020,Memphis Grizzlies,110,Oklahoma City Thunder,97,,18203,Chesapeake Energy Arena
2019-12-26,10:00p,2019-2020,Minnesota Timberwolves,105,Sacramento Kings,104,2OT,17583,Golden 1 Center
2019-12-26,10:30p,2019-2020,Portland Trail Blazers,115,Utah Jazz,121,,18306,Vivint Smart Home Arena
2019-12-27,4:00p,2019-2020,Cleveland Cavaliers,117,Boston Celtics,129,,19156,TD Garden
2019-12-27,7:00p,2019-2020,Oklahoma City Thunder,104,Charlotte Hornets,102,OT,18418,Spectrum Center
2019-12-27,7:00p,2019-2020,Philadelphia 76ers,97,Orlando Magic,98,,17311,Amway Center
2019-12-27,7:30p,2019-2020,Milwaukee Bucks,112,Atlanta Hawks,86,,17358,State Farm Arena
2019-12-27,8:00p,2019-2020,Indiana Pacers,112,Miami Heat,113,,19767,American Airlines Arena
2019-12-27,10:30p,2019-2020,Phoenix Suns,96,Golden State Warriors,105,,18064,Chase Center
2019-12-28,5:00p,2019-2020,Memphis Grizzlies,110,Denver Nuggets,119,,19697,Pepsi Center
2019-12-28,7:00p,2019-2020,Toronto Raptors,113,Boston Celtics,97,,19156,TD Garden
2019-12-28,7:00p,2019-2020,Indiana Pacers,98,New Orleans Pelicans,120,,15391,Smoothie King Center
2019-12-28,8:00p,2019-2020,Atlanta Hawks,81,Chicago Bulls,116,,21496,United Center
2019-12-28,8:00p,2019-2020,Brooklyn Nets,98,Houston Rockets,108,,18306,Toyota Center
2019-12-28,8:00p,2019-2020,Philadelphia 76ers,116,Miami Heat,117,OT,19865,American Airlines Arena
2019-12-28,8:00p,2019-2020,Cleveland Cavaliers,94,Minnesota Timberwolves,88,,,Target Center
2019-12-28,8:00p,2019-2020,New York Knicks,107,Washington Wizards,100,,19033,Capital One Arena
2019-12-28,8:30p,2019-2020,Dallas Mavericks,141,Golden State Warriors,121,,18064,Chase Center
2019-12-28,8:30p,2019-2020,Orlando Magic,100,Milwaukee Bucks,111,,17920,Fiserv Forum
2019-12-28,8:30p,2019-2020,Detroit Pistons,109,San Antonio Spurs,136,,18524,AT&T Center
2019-12-28,9:00p,2019-2020,Phoenix Suns,112,Sacramento Kings,110,,17583,Golden 1 Center
2019-12-28,10:00p,2019-2020,Los Angeles Lakers,128,Portland Trail Blazers,120,,19960,Moda Center
2019-12-28,10:30p,2019-2020,Utah Jazz,120,Los Angeles Clippers,107,,19068,Staples Center
2019-12-29,6:00p,2019-2020,Oklahoma City Thunder,98,Toronto Raptors,97,,19800,Scotiabank Arena
2019-12-29,8:00p,2019-2020,Sacramento Kings,115,Denver Nuggets,120,,19520,Pepsi Center
2019-12-29,8:00p,2019-2020,Charlotte Hornets,104,Memphis Grizzlies,117,,16842,FedExForum
2019-12-29,8:00p,2019-2020,Houston Rockets,112,New Orleans Pelicans,127,,17712,Smoothie King Center
2019-12-29,9:30p,2019-2020,Dallas Mavericks,95,Los Angeles Lakers,108,,18997,Staples Center
2019-12-30,7:00p,2019-2020,Atlanta Hawks,101,Orlando Magic,93,,17784,Amway Center
2019-12-30,7:00p,2019-2020,Miami Heat,105,Washington Wizards,123,,20476,Capital One Arena
2019-12-30,8:00p,2019-2020,Milwaukee Bucks,123,Chicago Bulls,102,,21954,United Center
2019-12-30,8:00p,2019-2020,Brooklyn Nets,115,Minnesota Timberwolves,122,OT,15824,Target Center
2019-12-30,9:00p,2019-2020,Detroit Pistons,81,Utah Jazz,104,,18306,Vivint Smart Home Arena
2019-12-30,10:00p,2019-2020,Phoenix Suns,122,Portland Trail Blazers,116,,19896,Moda Center
2019-12-31,3:00p,2019-2020,Boston Celtics,109,Charlotte Hornets,92,,19216,Spectrum Center
2019-12-31,3:00p,2019-2020,Philadelphia 76ers,97,Indiana Pacers,115,,17923,Bankers Life Fieldhouse
2019-12-31,5:00p,2019-2020,Los Angeles Clippers,105,Sacramento Kings,87,,16231,Golden 1 Center
2019-12-31,7:00p,2019-2020,Denver Nuggets,104,Houston Rockets,130,,18055,Toyota Center
2019-12-31,7:00p,2019-2020,Golden State Warriors,113,San Antonio Spurs,117,OT,18354,AT&T Center
2019-12-31,7:00p,2019-2020,Cleveland Cavaliers,97,Toronto Raptors,117,,19800,Scotiabank Arena
2019-12-31,8:00p,2019-2020,Dallas Mavericks,101,Oklahoma City Thunder,106,,18203,Chesapeake Energy Arena
2020-01-01,6:00p,2019-2020,Orlando Magic,122,Washington Wizards,101,,14921,Capital One Arena
2020-01-01,7:30p,2019-2020,Portland Trail Blazers,93,New York Knicks,117,,19812,Madison Square Garden
2020-01-01,8:00p,2019-2020,Minnesota Timberwolves,104,Milwaukee Bucks,106,,17819,Fiserv Forum
2020-01-01,10:30p,2019-2020,Phoenix Suns,107,Los Angeles Lakers,117,,18997,Staples Center
2020-01-02,7:00p,2019-2020,Charlotte Hornets,109,Cleveland Cavaliers,106,,17859,Rocket Mortgage FieldHouse
2020-01-02,7:00p,2019-2020,Denver Nuggets,124,Indiana Pacers,116,,16688,Bankers Life Fieldhouse
2020-01-02,7:30p,2019-2020,Toronto Raptors,76,Miami Heat,84,,19939,American Airlines Arena
2020-01-02,8:00p,2019-2020,Utah Jazz,102,Chicago Bulls,98,,19398,United Center
2020-01-02,8:00p,2019-2020,Golden State Warriors,84,Minnesota Timberwolves,99,,15477,Target Center
2020-01-02,8:30p,2019-2020,Brooklyn Nets,111,Dallas Mavericks,123,,20289,American Airlines Center
2020-01-02,8:30p,2019-2020,Oklahoma City Thunder,109,San Antonio Spurs,103,,18354,AT&T Center
2020-01-02,10:00p,2019-2020,Memphis Grizzlies,123,Sacramento Kings,128,,17351,Golden 1 Center
2020-01-02,10:30p,2019-2020,Detroit Pistons,112,Los Angeles Clippers,126,,19068,Staples Center
2020-01-03,7:00p,2019-2020,Atlanta Hawks,106,Boston Celtics,109,,19156,TD Garden
2020-01-03,7:00p,2019-2020,Miami Heat,85,Orlando Magic,105,,17198,Amway Center
2020-01-03,7:00p,2019-2020,Portland Trail Blazers,122,Washington Wizards,103,,17945,Capital One Arena
2020-01-03,8:00p,2019-2020,Philadelphia 76ers,108,Houston Rockets,118,,18055,Toyota Center
2020-01-03,9:00p,2019-2020,New York Knicks,112,Phoenix Suns,120,,18055,Talking Stick Resort Arena
2020-01-03,10:30p,2019-2020,New Orleans Pelicans,113,Los Angeles Lakers,123,,18997,Staples Center
2020-01-04,3:30p,2019-2020,Memphis Grizzlies,140,Los Angeles Clippers,114,,19068,Staples Center
2020-01-04,6:00p,2019-2020,Toronto Raptors,121,Brooklyn Nets,102,,17732,Barclays Center
2020-01-04,7:00p,2019-2020,Utah Jazz,109,Orlando Magic,96,,16913,Amway Center
2020-01-04,7:30p,2019-2020,Indiana Pacers,111,Atlanta Hawks,116,,16420,State Farm Arena
2020-01-04,7:30p,2019-2020,Oklahoma City Thunder,121,Cleveland Cavaliers,106,,19432,Rocket Mortgage FieldHouse
2020-01-04,8:00p,2019-2020,Boston Celtics,111,Chicago Bulls,104,,21130,United Center
2020-01-04,8:00p,2019-2020,Denver Nuggets,114,Washington Wizards,128,,16233,Capital One Arena
2020-01-04,8:30p,2019-2020,Charlotte Hornets,123,Dallas Mavericks,120,OT,20327,American Airlines Center
2020-01-04,8:30p,2019-2020,Detroit Pistons,111,Golden State Warriors,104,,18064,Chase Center
2020-01-04,8:30p,2019-2020,San Antonio Spurs,118,Milwaukee Bucks,127,,18002,Fiserv Forum
2020-01-04,10:00p,2019-2020,New Orleans Pelicans,117,Sacramento Kings,115,,16808,Golden 1 Center
2020-01-05,3:30p,2019-2020,New York Knicks,132,Los Angeles Clippers,135,,19068,Staples Center
2020-01-05,6:00p,2019-2020,Portland Trail Blazers,111,Miami Heat,122,,19846,American Airlines Arena
2020-01-05,7:30p,2019-2020,Minnesota Timberwolves,118,Cleveland Cavaliers,103,,16159,Rocket Mortgage FieldHouse
2020-01-05,8:00p,2019-2020,Memphis Grizzlies,121,Phoenix Suns,114,,14181,Talking Stick Resort Arena
2020-01-05,10:00p,2019-2020,Detroit Pistons,99,Los Angeles Lakers,106,,18997,Staples Center
2020-01-06,7:00p,2019-2020,Indiana Pacers,115,Charlotte Hornets,104,,13009,Spectrum Center
2020-01-06,7:00p,2019-2020,Brooklyn Nets,89,Orlando Magic,101,,15008,Amway Center
2020-01-06,7:00p,2019-2020,Oklahoma City Thunder,113,Philadelphia 76ers,120,,20561,Wells Fargo Center
2020-01-06,7:00p,2019-2020,Boston Celtics,94,Washington Wizards,99,,17963,Capital One Arena
2020-01-06,7:30p,2019-2020,Denver Nuggets,123,Atlanta Hawks,115,,15286,State Farm Arena
2020-01-06,8:00p,2019-2020,Utah Jazz,128,New Orleans Pelicans,126,,14138,Smoothie King Center
2020-01-06,8:30p,2019-2020,Chicago Bulls,110,Dallas Mavericks,118,,20238,American Airlines Center
2020-01-06,8:30p,2019-2020,Milwaukee Bucks,104,San Antonio Spurs,126,,18354,AT&T Center
2020-01-06,10:00p,2019-2020,Golden State Warriors,98,Sacramento Kings,111,,15819,Golden 1 Center
2020-01-07,7:00p,2019-2020,Detroit Pistons,115,Cleveland Cavaliers,113,,17274,Rocket Mortgage FieldHouse
2020-01-07,7:00p,2019-2020,Portland Trail Blazers,101,Toronto Raptors,99,,19800,Scotiabank Arena
2020-01-07,7:30p,2019-2020,Oklahoma City Thunder,111,Brooklyn Nets,103,OT,15677,Barclays Center
2020-01-07,8:00p,2019-2020,Minnesota Timberwolves,112,Memphis Grizzlies,119,,14117,FedExForum
2020-01-07,9:00p,2019-2020,Sacramento Kings,114,Phoenix Suns,103,,14134,Talking Stick Resort Arena
2020-01-07,10:30p,2019-2020,New York Knicks,87,Los Angeles Lakers,117,,18997,Staples Center
2020-01-08,7:00p,2019-2020,San Antonio Spurs,129,Boston Celtics,114,,19156,TD Garden
2020-01-08,7:00p,2019-2020,Toronto Raptors,112,Charlotte Hornets,110,OT,13965,Spectrum Center
2020-01-08,7:00p,2019-2020,Miami Heat,122,Indiana Pacers,108,,17040,Bankers Life Fieldhouse
2020-01-08,7:00p,2019-2020,Washington Wizards,89,Orlando Magic,123,,16013,Amway Center
2020-01-08,7:30p,2019-2020,Houston Rockets,122,Atlanta Hawks,115,,16514,State Farm Arena
2020-01-08,7:30p,2019-2020,Denver Nuggets,107,Dallas Mavericks,106,,20314,American Airlines Center
2020-01-08,8:00p,2019-2020,Chicago Bulls,108,New Orleans Pelicans,123,,15324,Smoothie King Center
2020-01-08,9:00p,2019-2020,New York Knicks,104,Utah Jazz,128,,18306,Vivint Smart Home Arena
2020-01-08,10:00p,2019-2020,Milwaukee Bucks,107,Golden State Warriors,98,,18064,Chase Center
2020-01-09,7:00p,2019-2020,Cleveland Cavaliers,115,Detroit Pistons,112,OT,13445,Little Caesars Arena
2020-01-09,7:00p,2019-2020,Boston Celtics,98,Philadelphia 76ers,109,,20822,Wells Fargo Center
2020-01-09,8:00p,2019-2020,Portland Trail Blazers,102,Minnesota Timberwolves,116,,13720,Target Center
2020-01-09,9:30p,2019-2020,Houston Rockets,92,Oklahoma City Thunder,113,,18203,Chesapeake Energy Arena
2020-01-10,7:00p,2019-2020,Atlanta Hawks,101,Washington Wizards,111,,16360,Capital One Arena
2020-01-10,7:15p,2019-2020,New Orleans Pelicans,123,New York Knicks,111,,18003,Madison Square Garden
2020-01-10,7:30p,2019-2020,Miami Heat,113,Brooklyn Nets,117,,16011,Barclays Center
2020-01-10,8:00p,2019-2020,Indiana Pacers,116,Chicago Bulls,105,,20229,United Center
2020-01-10,8:00p,2019-2020,San Antonio Spurs,121,Memphis Grizzlies,134,,16448,FedExForum
2020-01-10,9:00p,2019-2020,Orlando Magic,94,Phoenix Suns,98,,14562,Talking Stick Resort Arena
2020-01-10,9:00p,2019-2020,Charlotte Hornets,92,Utah Jazz,109,,18306,Vivint Smart Home Arena
2020-01-10,9:45p,2019-2020,Los Angeles Lakers,129,Dallas Mavericks,114,,20542,American Airlines Center
2020-01-10,10:00p,2019-2020,Milwaukee Bucks,127,Sacramento Kings,106,,17583,Golden 1 Center
2020-01-10,10:30p,2019-2020,Golden State Warriors,100,Los Angeles Clippers,109,,19068,Staples Center
2020-01-11,5:00p,2019-2020,Minnesota Timberwolves,109,Houston Rockets,139,,18055,Toyota Center
2020-01-11,7:00p,2019-2020,New Orleans Pelicans,105,Boston Celtics,140,,19156,TD Garden
2020-01-11,7:00p,2019-2020,Chicago Bulls,108,Detroit Pistons,99,,15951,Little Caesars Arena
2020-01-11,8:00p,2019-2020,Los Angeles Lakers,125,Oklahoma City Thunder,110,,18203,Chesapeake Energy Arena
2020-01-11,8:30p,2019-2020,Philadelphia 76ers,91,Dallas Mavericks,109,,20244,American Airlines Center
2020-01-11,9:00p,2019-2020,Cleveland Cavaliers,111,Denver Nuggets,103,,19533,Pepsi Center
2020-01-11,10:00p,2019-2020,Milwaukee Bucks,122,Portland Trail Blazers,101,,19843,Moda Center
2020-01-12,3:30p,2019-2020,Miami Heat,121,New York Knicks,124,,18861,Madison Square Garden
2020-01-12,3:30p,2019-2020,Utah Jazz,127,Washington Wizards,116,,15953,Capital One Arena
2020-01-12,6:00p,2019-2020,Atlanta Hawks,86,Brooklyn Nets,108,,15201,Barclays Center
2020-01-12,6:00p,2019-2020,Golden State Warriors,102,Memphis Grizzlies,122,,16408,FedExForum
2020-01-12,6:00p,2019-2020,San Antonio Spurs,105,Toronto Raptors,104,,19800,Scotiabank Arena
2020-01-12,8:00p,2019-2020,Los Angeles Clippers,104,Denver Nuggets,114,,19520,Pepsi Center
2020-01-12,8:00p,2019-2020,Charlotte Hornets,92,Phoenix Suns,100,,14751,Talking Stick Resort Arena
2020-01-13,7:00p,2019-2020,New Orleans Pelicans,117,Detroit Pistons,110,OT,13780,Little Caesars Arena
2020-01-13,7:00p,2019-2020,Philadelphia 76ers,95,Indiana Pacers,101,,15257,Bankers Life Fieldhouse
2020-01-13,7:30p,2019-2020,Chicago Bulls,101,Boston Celtics,113,,19156,TD Garden
2020-01-13,8:00p,2019-2020,Oklahoma City Thunder,117,Minnesota Timberwolves,104,,11044,Target Center
2020-01-13,10:00p,2019-2020,Charlotte Hornets,112,Portland Trail Blazers,115,,19111,Moda Center
2020-01-13,10:00p,2019-2020,Orlando Magic,114,Sacramento Kings,112,,16299,Golden 1 Center
2020-01-13,10:30p,2019-2020,Cleveland Cavaliers,99,Los Angeles Lakers,128,,18997,Staples Center
2020-01-14,7:30p,2019-2020,Phoenix Suns,110,Atlanta Hawks,123,,16060,State Farm Arena
2020-01-14,7:30p,2019-2020,Utah Jazz,118,Brooklyn Nets,107,,15381,Barclays Center
2020-01-14,8:00p,2019-2020,Houston Rockets,110,Memphis Grizzlies,121,,16181,FedExForum
2020-01-14,8:00p,2019-2020,New York Knicks,102,Milwaukee Bucks,128,,17590,Fiserv Forum
2020-01-14,10:30p,2019-2020,Dallas Mavericks,124,Golden State Warriors,97,,18064,Chase Center
2020-01-14,10:30p,2019-2020,Cleveland Cavaliers,103,Los Angeles Clippers,128,,19068,Staples Center
2020-01-15,7:00p,2019-2020,Detroit Pistons,116,Boston Celtics,103,,19156,TD Garden
2020-01-15,7:00p,2019-2020,Brooklyn Nets,106,Philadelphia 76ers,117,,20416,Wells Fargo Center
2020-01-15,7:30p,2019-2020,San Antonio Spurs,100,Miami Heat,106,,19704,American Airlines Arena
2020-01-15,8:00p,2019-2020,Washington Wizards,106,Chicago Bulls,115,,19382,United Center
2020-01-15,8:00p,2019-2020,Indiana Pacers,104,Minnesota Timberwolves,99,,12648,Target Center
2020-01-15,8:00p,2019-2020,Toronto Raptors,130,Oklahoma City Thunder,121,,18203,Chesapeake Energy Arena
2020-01-15,9:00p,2019-2020,Charlotte Hornets,86,Denver Nuggets,100,,19520,Pepsi Center
2020-01-15,9:30p,2019-2020,Portland Trail Blazers,117,Houston Rockets,107,,18055,Toyota Center
2020-01-15,10:00p,2019-2020,Dallas Mavericks,127,Sacramento Kings,123,,17029,Golden 1 Center
2020-01-15,10:30p,2019-2020,Orlando Magic,119,Los Angeles Lakers,118,,18997,Staples Center
2020-01-16,7:30p,2019-2020,Phoenix Suns,121,New York Knicks,98,,18215,Madison Square Garden
2020-01-16,8:00p,2019-2020,Boston Celtics,123,Milwaukee Bucks,128,,17873,Fiserv Forum
2020-01-16,8:00p,2019-2020,Utah Jazz,132,New Orleans Pelicans,138,OT,16717,Smoothie King Center
2020-01-16,10:30p,2019-2020,Denver Nuggets,134,Golden State Warriors,131,OT,18064,Chase Center
2020-01-16,10:30p,2019-2020,Orlando Magic,95,Los Angeles Clippers,122,,19068,Staples Center
2020-01-17,7:00p,2019-2020,Minnesota Timberwolves,114,Indiana Pacers,116,,16248,Bankers Life Fieldhouse
2020-01-17,7:00p,2019-2020,Chicago Bulls,89,Philadelphia 76ers,100,,20919,Wells Fargo Center
2020-01-17,7:00p,2019-2020,Washington Wizards,111,Toronto Raptors,140,,19800,Scotiabank Arena
2020-01-17,8:00p,2019-2020,Cleveland Cavaliers,109,Memphis Grizzlies,113,,17102,FedExForum
2020-01-17,8:00p,2019-2020,Miami Heat,115,Oklahoma City Thunder,108,,18203,Chesapeake Energy Arena
2020-01-17,8:30p,2019-2020,Atlanta Hawks,121,San Antonio Spurs,120,,18354,AT&T Center
2020-01-17,9:30p,2019-2020,Portland Trail Blazers,112,Dallas Mavericks,120,,20283,American Airlines Center
2020-01-18,3:30p,2019-2020,Los Angeles Clippers,133,New Orleans Pelicans,130,,17959,Smoothie King Center
