GameDate,GameStartET,DateId,VisitorTeamName,VisitorPoints,HomeTeamName,HomePoints,Overtime,Attendance,ArenaName
2018-03-15,9:00p,142,Detroit Pistons,113,Denver Nuggets,120,,18697,Pepsi Center
2018-03-15,9:00p,142,Phoenix Suns,88,Utah Jazz,116,,18306,Vivint Smart Home Arena
2018-03-15,10:00p,142,Cleveland Cavaliers,105,Portland Trail Blazers,113,,19806,Moda Center
2018-03-16,7:00p,143,Boston Celtics,92,Orlando Magic,83,,18981,Amway Center
2018-03-16,7:00p,143,Brooklyn Nets,116,Philadelphia 76ers,120,,20666,Wells Fargo Center
2018-03-16,7:30p,143,Dallas Mavericks,115,Toronto Raptors,122,OT,19800,Scotiabank Arena
2018-03-16,8:00p,143,Los Angeles Clippers,113,Oklahoma City Thunder,121,,18203,Chesapeake Energy Arena
2018-03-16,10:30p,143,Sacramento Kings,98,Golden State Warriors,93,,19596,Chase Center
2018-03-16,10:30p,143,Miami Heat,92,Los Angeles Lakers,91,,18997,Staples Center
2018-03-17,6:00p,144,Atlanta Hawks,117,Milwaukee Bucks,122,,18717,Fiserv Forum
2018-03-17,7:00p,144,Houston Rockets,107,New Orleans Pelicans,101,,18495,Smoothie King Center
2018-03-17,7:00p,144,Indiana Pacers,102,Washington Wizards,109,,18249,Capital One Arena
2018-03-17,7:30p,144,Dallas Mavericks,106,Brooklyn Nets,114,,13877,Barclays Center
2018-03-17,7:30p,144,Charlotte Hornets,101,New York Knicks,124,,17760,Madison Square Garden
2018-03-17,8:00p,144,Cleveland Cavaliers,114,Chicago Bulls,109,,22983,United Center
2018-03-17,8:00p,144,Denver Nuggets,94,Memphis Grizzlies,101,,16501,FedExForum
2018-03-17,8:30p,144,Minnesota Timberwolves,101,San Antonio Spurs,117,,18418,AT&T Center
2018-03-17,9:00p,144,Sacramento Kings,97,Utah Jazz,103,,18306,Vivint Smart Home Arena
2018-03-17,10:00p,144,Golden State Warriors,124,Phoenix Suns,109,,18055,Talking Stick Resort Arena
2018-03-17,10:00p,144,Detroit Pistons,87,Portland Trail Blazers,100,,19727,Moda Center
2018-03-18,1:00p,145,Oklahoma City Thunder,132,Toronto Raptors,125,,19800,Scotiabank Arena
2018-03-18,6:00p,145,Boston Celtics,89,New Orleans Pelicans,108,,18277,Smoothie King Center
2018-03-18,7:00p,145,Houston Rockets,129,Minnesota Timberwolves,120,,18978,Target Center
2018-03-18,10:30p,145,Portland Trail Blazers,122,Los Angeles Clippers,109,,17776,Staples Center
2018-03-19,7:00p,146,Milwaukee Bucks,117,Cleveland Cavaliers,124,,20562,Rocket Mortgage FieldHouse
2018-03-19,7:00p,146,Los Angeles Lakers,100,Indiana Pacers,110,,16603,Bankers Life Fieldhouse
2018-03-19,7:00p,146,Charlotte Hornets,94,Philadelphia 76ers,108,,20530,Wells Fargo Center
2018-03-19,7:30p,146,Memphis Grizzlies,115,Brooklyn Nets,118,,12856,Barclays Center
2018-03-19,7:30p,146,Denver Nuggets,141,Miami Heat,149,2OT,19600,American Airlines Arena
2018-03-19,7:30p,146,Chicago Bulls,92,New York Knicks,110,,18835,Madison Square Garden
2018-03-19,9:30p,146,Golden State Warriors,75,San Antonio Spurs,89,,18418,AT&T Center
2018-03-19,10:00p,146,Detroit Pistons,106,Sacramento Kings,90,,17583,Golden 1 Center
2018-03-20,7:00p,147,Toronto Raptors,93,Orlando Magic,86,,16228,Amway Center
2018-03-20,8:00p,147,Oklahoma City Thunder,99,Boston Celtics,100,,18624,TD Garden
2018-03-20,8:00p,147,Los Angeles Clippers,109,Minnesota Timberwolves,123,,16351,Target Center
2018-03-20,8:00p,147,Dallas Mavericks,105,New Orleans Pelicans,115,,14484,Smoothie King Center
2018-03-20,9:00p,147,Atlanta Hawks,99,Utah Jazz,94,,18306,Vivint Smart Home Arena
2018-03-20,10:00p,147,Detroit Pistons,115,Phoenix Suns,88,,17400,Talking Stick Resort Arena
2018-03-20,10:30p,147,Houston Rockets,115,Portland Trail Blazers,111,,20012,Moda Center
2018-03-21,7:00p,148,Toronto Raptors,129,Cleveland Cavaliers,132,,20562,Rocket Mortgage FieldHouse
2018-03-21,7:00p,148,Memphis Grizzlies,105,Philadelphia 76ers,119,,10411,Wells Fargo Center
2018-03-21,7:30p,148,Charlotte Hornets,111,Brooklyn Nets,105,,10231,Barclays Center
2018-03-21,7:30p,148,New York Knicks,98,Miami Heat,119,,19600,American Airlines Arena
2018-03-21,8:00p,148,Denver Nuggets,135,Chicago Bulls,102,,20671,United Center
2018-03-21,8:00p,148,Los Angeles Clippers,127,Milwaukee Bucks,120,,17916,Fiserv Forum
2018-03-21,8:00p,148,Indiana Pacers,92,New Orleans Pelicans,96,,14148,Smoothie King Center
2018-03-21,9:30p,148,Washington Wizards,90,San Antonio Spurs,98,,18418,AT&T Center
2018-03-22,7:00p,149,Memphis Grizzlies,79,Charlotte Hornets,140,,15033,Spectrum Center
2018-03-22,7:00p,149,Philadelphia 76ers,118,Orlando Magic,98,,17881,Amway Center
2018-03-22,8:00p,149,Detroit Pistons,96,Houston Rockets,100,OT,18055,Toyota Center
2018-03-22,8:00p,149,Los Angeles Lakers,125,New Orleans Pelicans,128,,18037,Smoothie King Center
2018-03-22,8:30p,149,Utah Jazz,119,Dallas Mavericks,112,,19725,American Airlines Center
2018-03-22,10:00p,149,Atlanta Hawks,90,Sacramento Kings,105,,17583,Golden 1 Center
2018-03-23,7:00p,150,Los Angeles Clippers,104,Indiana Pacers,109,,17923,Bankers Life Fieldhouse
2018-03-23,7:00p,150,Denver Nuggets,108,Washington Wizards,100,,19016,Capital One Arena
2018-03-23,7:30p,150,Phoenix Suns,95,Cleveland Cavaliers,120,,20562,Rocket Mortgage FieldHouse
2018-03-23,7:30p,150,Minnesota Timberwolves,108,New York Knicks,104,,18914,Madison Square Garden
2018-03-23,7:30p,150,Brooklyn Nets,112,Toronto Raptors,116,,19800,Scotiabank Arena
2018-03-23,8:00p,150,Milwaukee Bucks,118,Chicago Bulls,105,,21698,United Center
2018-03-23,8:00p,150,Miami Heat,99,Oklahoma City Thunder,105,,18203,Chesapeake Energy Arena
2018-03-23,8:30p,150,Utah Jazz,120,San Antonio Spurs,124,OT,18418,AT&T Center
2018-03-23,10:00p,150,Boston Celtics,105,Portland Trail Blazers,100,,19575,Moda Center
2018-03-23,10:30p,150,Atlanta Hawks,94,Golden State Warriors,106,,19596,Chase Center
2018-03-24,6:00p,151,Minnesota Timberwolves,108,Philadelphia 76ers,120,,20668,Wells Fargo Center
2018-03-24,7:00p,151,Chicago Bulls,95,Detroit Pistons,117,,19139,Little Caesars Arena
2018-03-24,7:00p,151,Phoenix Suns,99,Orlando Magic,105,,17393,Amway Center
2018-03-24,8:00p,151,New Orleans Pelicans,91,Houston Rockets,114,,18055,Toyota Center
2018-03-24,8:00p,151,Los Angeles Lakers,100,Memphis Grizzlies,93,,18119,FedExForum
2018-03-24,8:30p,151,Charlotte Hornets,102,Dallas Mavericks,98,,20085,American Airlines Center
2018-03-25,1:00p,152,Cleveland Cavaliers,121,Brooklyn Nets,114,,17732,Barclays Center
2018-03-25,3:30p,152,San Antonio Spurs,103,Milwaukee Bucks,106,,18717,Fiserv Forum
2018-03-25,5:00p,152,Miami Heat,107,Indiana Pacers,113,OT,17923,Bankers Life Fieldhouse
2018-03-25,6:00p,152,Boston Celtics,104,Sacramento Kings,93,,17583,Golden 1 Center
2018-03-25,6:00p,152,Los Angeles Clippers,117,Toronto Raptors,106,,19800,Scotiabank Arena
2018-03-25,6:00p,152,New York Knicks,101,Washington Wizards,97,,18884,Capital One Arena
2018-03-25,7:00p,152,Portland Trail Blazers,108,Oklahoma City Thunder,105,,18203,Chesapeake Energy Arena
2018-03-25,8:00p,152,Atlanta Hawks,99,Houston Rockets,118,,18055,Toyota Center
2018-03-25,8:30p,152,Utah Jazz,110,Golden State Warriors,91,,19596,Chase Center
2018-03-26,7:00p,153,New York Knicks,128,Charlotte Hornets,137,OT,14487,Spectrum Center
2018-03-26,7:00p,153,Los Angeles Lakers,106,Detroit Pistons,112,,18718,Little Caesars Arena
2018-03-26,7:00p,153,Denver Nuggets,104,Philadelphia 76ers,123,,20585,Wells Fargo Center
2018-03-26,8:00p,153,Memphis Grizzlies,101,Minnesota Timberwolves,93,,16290,Target Center
2018-03-26,10:00p,153,Boston Celtics,102,Phoenix Suns,94,,18055,Talking Stick Resort Arena
2018-03-27,7:00p,154,San Antonio Spurs,106,Washington Wizards,116,,19588,Capital One Arena
2018-03-27,7:30p,154,Denver Nuggets,110,Toronto Raptors,114,,19800,Scotiabank Arena
2018-03-27,8:00p,154,Chicago Bulls,86,Houston Rockets,118,,18055,Toyota Center
2018-03-27,8:00p,154,Cleveland Cavaliers,79,Miami Heat,98,,20093,American Airlines Arena
2018-03-27,8:00p,154,Portland Trail Blazers,107,New Orleans Pelicans,103,,15426,Smoothie King Center
2018-03-27,10:00p,154,Dallas Mavericks,103,Sacramento Kings,97,,17583,Golden 1 Center
2018-03-27,10:30p,154,Indiana Pacers,92,Golden State Warriors,81,,19596,Chase Center
2018-03-27,10:30p,154,Milwaukee Bucks,98,Los Angeles Clippers,105,,19068,Staples Center
2018-03-28,7:00p,155,Cleveland Cavaliers,118,Charlotte Hornets,105,,19474,Spectrum Center
2018-03-28,7:00p,155,Brooklyn Nets,111,Orlando Magic,104,,16517,Amway Center
2018-03-28,7:00p,155,New York Knicks,101,Philadelphia 76ers,118,,20655,Wells Fargo Center
2018-03-28,8:00p,155,Portland Trail Blazers,103,Memphis Grizzlies,108,,16050,FedExForum
2018-03-28,8:00p,155,Atlanta Hawks,114,Minnesota Timberwolves,126,,16183,Target Center
2018-03-28,9:30p,155,Boston Celtics,97,Utah Jazz,94,,18306,Vivint Smart Home Arena
2018-03-28,10:00p,155,Los Angeles Clippers,111,Phoenix Suns,99,,17005,Talking Stick Resort Arena
2018-03-28,10:30p,155,Dallas Mavericks,93,Los Angeles Lakers,103,,18997,Staples Center
2018-03-29,7:00p,156,Washington Wizards,92,Detroit Pistons,103,,18268,Little Caesars Arena
2018-03-29,7:30p,156,Chicago Bulls,92,Miami Heat,103,,19746,American Airlines Arena
2018-03-29,8:00p,156,Oklahoma City Thunder,99,San Antonio Spurs,103,,18418,AT&T Center
2018-03-29,10:00p,156,Indiana Pacers,106,Sacramento Kings,103,,11360,Golden 1 Center
2018-03-29,10:30p,156,Milwaukee Bucks,116,Golden State Warriors,107,,19596,Chase Center
2018-03-30,7:00p,157,Chicago Bulls,90,Orlando Magic,82,,18918,Amway Center
2018-03-30,7:30p,157,Philadelphia 76ers,101,Atlanta Hawks,91,,16579,State Farm Arena
2018-03-30,8:00p,157,New Orleans Pelicans,102,Cleveland Cavaliers,107,,20562,Rocket Mortgage FieldHouse
2018-03-30,8:00p,157,Phoenix Suns,103,Houston Rockets,104,,18055,Toyota Center
2018-03-30,8:00p,157,Denver Nuggets,126,Oklahoma City Thunder,125,OT,18203,Chesapeake Energy Arena
2018-03-30,8:30p,157,Minnesota Timberwolves,93,Dallas Mavericks,92,,20244,American Airlines Center
2018-03-30,9:00p,157,Memphis Grizzlies,97,Utah Jazz,107,,18306,Vivint Smart Home Arena
2018-03-30,10:30p,157,Milwaukee Bucks,124,Los Angeles Lakers,122,OT,18997,Staples Center
2018-03-30,10:30p,157,Los Angeles Clippers,96,Portland Trail Blazers,105,,20013,Moda Center
2018-03-31,3:00p,158,Charlotte Hornets,93,Washington Wizards,107,,19071,Capital One Arena
2018-03-31,5:00p,158,Detroit Pistons,115,New York Knicks,109,,19812,Madison Square Garden
2018-03-31,7:30p,158,Toronto Raptors,99,Boston Celtics,110,,18624,TD Garden
2018-03-31,8:00p,158,Brooklyn Nets,110,Miami Heat,109,OT,19600,American Airlines Arena
2018-03-31,10:00p,158,Golden State Warriors,112,Sacramento Kings,96,,17583,Golden 1 Center
2018-04-01,1:00p,159,Philadelphia 76ers,119,Charlotte Hornets,102,,17005,Spectrum Center
2018-04-01,3:30p,159,Washington Wizards,94,Chicago Bulls,113,,20466,United Center
2018-04-01,3:30p,159,Indiana Pacers,111,Los Angeles Clippers,104,,15866,Staples Center
2018-04-01,3:30p,159,Houston Rockets,83,San Antonio Spurs,100,,18418,AT&T Center
2018-04-01,6:00p,159,Orlando Magic,88,Atlanta Hawks,94,,13587,State Farm Arena
2018-04-01,6:00p,159,Detroit Pistons,108,Brooklyn Nets,96,,16097,Barclays Center
2018-04-01,6:00p,159,Dallas Mavericks,87,Cleveland Cavaliers,98,,20562,Rocket Mortgage FieldHouse
2018-04-01,6:00p,159,Oklahoma City Thunder,109,New Orleans Pelicans,104,,18500,Smoothie King Center
2018-04-01,7:00p,159,Utah Jazz,121,Minnesota Timberwolves,97,,18978,Target Center
2018-04-01,8:00p,159,Milwaukee Bucks,125,Denver Nuggets,128,OT,19520,Pepsi Center
2018-04-01,8:30p,159,Phoenix Suns,107,Golden State Warriors,117,,19596,Chase Center
2018-04-01,9:00p,159,Memphis Grizzlies,98,Portland Trail Blazers,113,,19545,Moda Center
2018-04-01,9:30p,159,Sacramento Kings,84,Los Angeles Lakers,83,,18997,Staples Center
2018-04-03,7:00p,160,Toronto Raptors,106,Cleveland Cavaliers,112,,20562,Rocket Mortgage FieldHouse
2018-04-03,7:00p,160,Brooklyn Nets,95,Philadelphia 76ers,121,,20710,Wells Fargo Center
2018-04-03,7:30p,160,Atlanta Hawks,98,Miami Heat,101,,19600,American Airlines Arena
2018-04-03,7:30p,160,Orlando Magic,97,New York Knicks,73,,19812,Madison Square Garden
2018-04-03,8:00p,160,Charlotte Hornets,114,Chicago Bulls,120,,20139,United Center
2018-04-03,8:00p,160,Washington Wizards,104,Houston Rockets,120,,18055,Toyota Center
2018-04-03,8:00p,160,Boston Celtics,102,Milwaukee Bucks,106,,16188,Fiserv Forum
2018-04-03,8:00p,160,Golden State Warriors,111,Oklahoma City Thunder,107,,18203,Chesapeake Energy Arena
2018-04-03,8:30p,160,Portland Trail Blazers,109,Dallas Mavericks,115,,19624,American Airlines Center
2018-04-03,9:00p,160,Indiana Pacers,104,Denver Nuggets,107,,14743,Pepsi Center
2018-04-03,9:00p,160,Los Angeles Lakers,110,Utah Jazz,117,,18306,Vivint Smart Home Arena
2018-04-03,10:00p,160,Sacramento Kings,94,Phoenix Suns,97,,16826,Talking Stick Resort Arena
2018-04-03,10:30p,160,San Antonio Spurs,110,Los Angeles Clippers,113,,17449,Staples Center
2018-04-04,7:00p,161,Philadelphia 76ers,115,Detroit Pistons,108,,18395,Little Caesars Arena
2018-04-04,7:00p,161,Dallas Mavericks,100,Orlando Magic,105,,18112,Amway Center
2018-04-04,7:30p,161,Miami Heat,115,Atlanta Hawks,86,,16696,State Farm Arena
2018-04-04,8:00p,161,Memphis Grizzlies,95,New Orleans Pelicans,123,,16521,Smoothie King Center
2018-04-04,8:00p,161,Boston Celtics,78,Toronto Raptors,96,,19963,Scotiabank Arena
2018-04-04,10:30p,161,San Antonio Spurs,112,Los Angeles Lakers,122,OT,18997,Staples Center
2018-04-05,7:00p,162,Golden State Warriors,106,Indiana Pacers,126,,17923,Bankers Life Fieldhouse
2018-04-05,8:00p,162,Washington Wizards,115,Cleveland Cavaliers,119,,20562,Rocket Mortgage FieldHouse
2018-04-05,8:00p,162,Portland Trail Blazers,94,Houston Rockets,96,,18055,Toyota Center
2018-04-05,8:00p,162,Brooklyn Nets,119,Milwaukee Bucks,111,,18378,Fiserv Forum
2018-04-05,9:00p,162,Los Angeles Clippers,95,Utah Jazz,117,,18306,Vivint Smart Home Arena
2018-04-05,10:30p,162,Minnesota Timberwolves,96,Denver Nuggets,100,,16415,Pepsi Center
2018-04-06,7:00p,163,Dallas Mavericks,106,Detroit Pistons,113,OT,18768,Little Caesars Arena
2018-04-06,7:00p,163,Charlotte Hornets,137,Orlando Magic,100,,17018,Amway Center
2018-04-06,7:00p,163,Cleveland Cavaliers,130,Philadelphia 76ers,132,,20769,Wells Fargo Center
2018-04-06,7:00p,163,Atlanta Hawks,103,Washington Wizards,97,,19557,Capital One Arena
2018-04-06,7:30p,163,Chicago Bulls,104,Boston Celtics,111,,18624,TD Garden
2018-04-06,7:30p,163,Miami Heat,98,New York Knicks,122,,19569,Madison Square Garden
2018-04-06,7:30p,163,Indiana Pacers,73,Toronto Raptors,92,,19924,Scotiabank Arena
2018-04-06,8:00p,163,Sacramento Kings,94,Memphis Grizzlies,93,,16527,FedExForum
2018-04-06,10:00p,163,New Orleans Pelicans,122,Phoenix Suns,103,,18055,Talking Stick Resort Arena
2018-04-06,10:30p,163,Minnesota Timberwolves,113,Los Angeles Lakers,96,,18997,Staples Center
2018-04-07,3:30p,164,Denver Nuggets,134,Los Angeles Clippers,115,,16166,Staples Center
2018-04-07,7:30p,164,Milwaukee Bucks,115,New York Knicks,102,,19812,Madison Square Garden
2018-04-07,8:00p,164,Brooklyn Nets,124,Chicago Bulls,96,,21669,United Center
2018-04-07,8:30p,164,New Orleans Pelicans,126,Golden State Warriors,120,,19596,Chase Center
2018-04-07,8:30p,164,Oklahoma City Thunder,108,Houston Rockets,102,,18055,Toyota Center
2018-04-07,9:00p,164,Portland Trail Blazers,105,San Antonio Spurs,116,,18610,AT&T Center
2018-04-08,1:00p,165,Atlanta Hawks,112,Boston Celtics,106,,18624,TD Garden
2018-04-08,1:00p,165,Indiana Pacers,123,Charlotte Hornets,117,,16629,Spectrum Center
2018-04-08,1:00p,165,Dallas Mavericks,97,Philadelphia 76ers,109,,20846,Wells Fargo Center
2018-04-08,3:30p,165,Detroit Pistons,117,Memphis Grizzlies,130,,16044,FedExForum
2018-04-08,6:00p,165,Utah Jazz,112,Los Angeles Lakers,97,,18997,Staples Center
2018-04-08,6:00p,165,Orlando Magic,101,Toronto Raptors,112,,19948,Scotiabank Arena
2018-04-08,9:00p,165,Golden State Warriors,117,Phoenix Suns,100,,18055,Talking Stick Resort Arena
2018-04-09,7:00p,166,Toronto Raptors,108,Detroit Pistons,98,,17529,Little Caesars Arena
2018-04-09,7:30p,166,Chicago Bulls,105,Brooklyn Nets,114,,16187,Barclays Center
2018-04-09,7:30p,166,Oklahoma City Thunder,115,Miami Heat,93,,19600,American Airlines Arena
2018-04-09,7:30p,166,Cleveland Cavaliers,123,New York Knicks,109,,19449,Madison Square Garden
2018-04-09,8:00p,166,Orlando Magic,86,Milwaukee Bucks,102,,18717,Fiserv Forum
2018-04-09,8:00p,166,Memphis Grizzlies,94,Minnesota Timberwolves,113,,17641,Target Center
2018-04-09,8:30p,166,Sacramento Kings,85,San Antonio Spurs,98,,18418,AT&T Center
2018-04-09,9:00p,166,Portland Trail Blazers,82,Denver Nuggets,88,,17467,Pepsi Center
2018-04-09,10:30p,166,New Orleans Pelicans,113,Los Angeles Clippers,100,,15742,Staples Center
2018-04-10,7:00p,167,Charlotte Hornets,119,Indiana Pacers,93,,17331,Bankers Life Fieldhouse
2018-04-10,7:30p,167,Philadelphia 76ers,121,Atlanta Hawks,113,,15673,State Farm Arena
2018-04-10,8:00p,167,Boston Celtics,101,Washington Wizards,113,,18887,Capital One Arena
2018-04-10,8:30p,167,Phoenix Suns,124,Dallas Mavericks,97,,20041,American Airlines Center
2018-04-10,9:00p,167,Golden State Warriors,79,Utah Jazz,119,,18306,Vivint Smart Home Arena
2018-04-10,10:30p,167,Houston Rockets,105,Los Angeles Lakers,99,,18997,Staples Center
2018-04-11,8:00p,168,Brooklyn Nets,97,Boston Celtics,110,,18624,TD Garden
2018-04-11,8:00p,168,Detroit Pistons,119,Chicago Bulls,87,,21342,United Center
2018-04-11,8:00p,168,New York Knicks,110,Cleveland Cavaliers,98,,20562,Rocket Mortgage FieldHouse
2018-04-11,8:00p,168,Toronto Raptors,109,Miami Heat,116,OT,19600,American Airlines Arena
2018-04-11,8:00p,168,Denver Nuggets,106,Minnesota Timberwolves,112,OT,18978,Target Center
2018-04-11,8:00p,168,San Antonio Spurs,98,New Orleans Pelicans,122,,18573,Smoothie King Center
2018-04-11,8:00p,168,Memphis Grizzlies,123,Oklahoma City Thunder,137,,18203,Chesapeake Energy Arena
2018-04-11,8:00p,168,Washington Wizards,92,Orlando Magic,101,,17598,Amway Center
2018-04-11,8:00p,168,Milwaukee Bucks,95,Philadelphia 76ers,130,,20659,Wells Fargo Center
2018-04-11,10:30p,168,Los Angeles Lakers,115,Los Angeles Clippers,100,,19068,Staples Center
2018-04-11,10:30p,168,Utah Jazz,93,Portland Trail Blazers,102,,20186,Moda Center
2018-04-11,10:30p,168,Houston Rockets,83,Sacramento Kings,96,,17583,Golden 1 Center
2018-10-16,8:00p,169,Philadelphia 76ers,87,Boston Celtics,105,,18624,TD Garden
2018-10-16,10:30p,169,Oklahoma City Thunder,100,Golden State Warriors,108,,19596,Chase Center
2018-10-17,7:00p,170,Milwaukee Bucks,113,Charlotte Hornets,112,,17889,Spectrum Center
2018-10-17,7:00p,170,Brooklyn Nets,100,Detroit Pistons,103,,20332,Little Caesars Arena
2018-10-17,7:00p,170,Memphis Grizzlies,83,Indiana Pacers,111,,17923,Bankers Life Fieldhouse
2018-10-17,7:00p,170,Miami Heat,101,Orlando Magic,104,,19191,Amway Center
2018-10-17,7:30p,170,Atlanta Hawks,107,New York Knicks,126,,18249,Madison Square Garden
2018-10-17,7:30p,170,Cleveland Cavaliers,104,Toronto Raptors,116,,19915,Scotiabank Arena
2018-10-17,8:00p,170,New Orleans Pelicans,131,Houston Rockets,112,,18055,Toyota Center
2018-10-17,8:30p,170,Minnesota Timberwolves,108,San Antonio Spurs,112,,18354,AT&T Center
2018-10-17,10:00p,170,Utah Jazz,123,Sacramento Kings,117,,17583,Golden 1 Center
2018-10-17,10:30p,170,Denver Nuggets,107,Los Angeles Clippers,98,,19068,Staples Center
2018-10-17,10:30p,170,Dallas Mavericks,100,Phoenix Suns,121,,18055,Talking Stick Resort Arena
2018-10-18,8:00p,171,Chicago Bulls,108,Philadelphia 76ers,127,,20302,Wells Fargo Center
2018-10-18,8:00p,171,Miami Heat,113,Washington Wizards,112,,20409,Capital One Arena
2018-10-18,10:30p,171,Los Angeles Lakers,119,Portland Trail Blazers,128,,19996,Moda Center
2018-10-19,7:00p,172,Charlotte Hornets,120,Orlando Magic,88,,17668,Amway Center
2018-10-19,7:30p,172,New York Knicks,105,Brooklyn Nets,107,,17732,Barclays Center
2018-10-19,8:00p,172,Atlanta Hawks,117,Memphis Grizzlies,131,,17019,FedExForum
2018-10-19,8:00p,172,Cleveland Cavaliers,123,Minnesota Timberwolves,131,,18978,Target Center
2018-10-19,8:00p,172,Sacramento Kings,129,New Orleans Pelicans,149,,18337,Smoothie King Center
2018-10-19,8:00p,172,Boston Celtics,101,Toronto Raptors,113,,19800,Scotiabank Arena
2018-10-19,8:30p,172,Indiana Pacers,101,Milwaukee Bucks,118,,17341,Fiserv Forum
2018-10-19,10:30p,172,Oklahoma City Thunder,92,Los Angeles Clippers,108,,14816,Staples Center
2018-10-19,10:30p,172,Golden State Warriors,124,Utah Jazz,123,,18306,Vivint Smart Home Arena
2018-10-20,7:00p,173,Brooklyn Nets,112,Indiana Pacers,132,,17007,Bankers Life Fieldhouse
2018-10-20,7:00p,173,Toronto Raptors,117,Washington Wizards,113,,16185,Capital One Arena
2018-10-20,7:30p,173,Boston Celtics,103,New York Knicks,101,,19427,Madison Square Garden
2018-10-20,7:30p,173,Orlando Magic,115,Philadelphia 76ers,116,,20300,Wells Fargo Center
2018-10-20,8:00p,173,Detroit Pistons,118,Chicago Bulls,116,,21289,United Center
2018-10-20,8:00p,173,Charlotte Hornets,113,Miami Heat,112,,19600,American Airlines Arena
2018-10-20,8:30p,173,Minnesota Timberwolves,136,Dallas Mavericks,140,,20205,American Airlines Center
2018-10-20,9:00p,173,Phoenix Suns,91,Denver Nuggets,119,,19592,Pepsi Center
2018-10-20,10:00p,173,San Antonio Spurs,108,Portland Trail Blazers,121,,19461,Moda Center
2018-10-20,10:30p,173,Houston Rockets,124,Los Angeles Lakers,115,,18997,Staples Center
2018-10-21,6:00p,174,Atlanta Hawks,133,Cleveland Cavaliers,111,,19432,Rocket Mortgage FieldHouse
2018-10-21,7:00p,174,Sacramento Kings,131,Oklahoma City Thunder,120,,18203,Chesapeake Energy Arena
2018-10-21,8:00p,174,Golden State Warriors,98,Denver Nuggets,100,,19520,Pepsi Center
2018-10-21,9:00p,174,Houston Rockets,112,Los Angeles Clippers,115,,16149,Staples Center
2018-10-22,7:30p,175,Orlando Magic,93,Boston Celtics,90,,18624,TD Garden
2018-10-22,7:30p,175,Charlotte Hornets,106,Toronto Raptors,127,,19800,Scotiabank Arena
2018-10-22,8:00p,175,New York Knicks,113,Milwaukee Bucks,124,,16228,Fiserv Forum
2018-10-22,8:00p,175,Indiana Pacers,91,Minnesota Timberwolves,101,,10371,Target Center
2018-10-22,8:30p,175,Chicago Bulls,109,Dallas Mavericks,115,,19291,American Airlines Center
2018-10-22,9:00p,175,Memphis Grizzlies,92,Utah Jazz,84,,18306,Vivint Smart Home Arena
2018-10-22,10:00p,175,Washington Wizards,125,Portland Trail Blazers,124,OT,19187,Moda Center
2018-10-22,10:30p,175,Phoenix Suns,103,Golden State Warriors,123,,19596,Chase Center
2018-10-22,10:30p,175,San Antonio Spurs,143,Los Angeles Lakers,142,OT,18997,Staples Center
2018-10-23,7:00p,176,Philadelphia 76ers,132,Detroit Pistons,133,OT,14418,Little Caesars Arena
2018-10-23,8:00p,176,Los Angeles Clippers,109,New Orleans Pelicans,116,,14625,Smoothie King Center
2018-10-23,9:00p,176,Sacramento Kings,112,Denver Nuggets,126,,13214,Pepsi Center
2018-10-24,7:00p,177,Dallas Mavericks,104,Atlanta Hawks,111,,16705,State Farm Arena
2018-10-24,7:00p,177,Brooklyn Nets,102,Cleveland Cavaliers,86,,19432,Rocket Mortgage FieldHouse
2018-10-24,7:30p,177,New York Knicks,87,Miami Heat,110,,19600,American Airlines Arena
2018-10-24,7:30p,177,Minnesota Timberwolves,105,Toronto Raptors,112,,19800,Scotiabank Arena
2018-10-24,8:00p,177,Charlotte Hornets,110,Chicago Bulls,112,,19170,United Center
2018-10-24,8:00p,177,Utah Jazz,100,Houston Rockets,89,,18055,Toyota Center
2018-10-24,8:30p,177,Indiana Pacers,116,San Antonio Spurs,96,,18354,AT&T Center
2018-10-24,9:30p,177,Philadelphia 76ers,108,Milwaukee Bucks,123,,17341,Fiserv Forum
2018-10-24,10:00p,177,Los Angeles Lakers,131,Phoenix Suns,113,,18055,Talking Stick Resort Arena
2018-10-24,10:00p,177,Memphis Grizzlies,92,Sacramento Kings,97,,14198,Golden 1 Center
2018-10-24,10:30p,177,Washington Wizards,122,Golden State Warriors,144,,19596,Chase Center
2018-10-25,7:00p,178,Cleveland Cavaliers,103,Detroit Pistons,110,,15896,Little Caesars Arena
2018-10-25,7:00p,178,Portland Trail Blazers,128,Orlando Magic,114,,15114,Amway Center
2018-10-25,8:00p,178,Boston Celtics,101,Oklahoma City Thunder,95,,18203,Chesapeake Energy Arena
2018-10-25,10:30p,178,Denver Nuggets,114,Los Angeles Lakers,121,,18997,Staples Center
2018-10-26,7:00p,179,Chicago Bulls,106,Charlotte Hornets,135,,15220,Spectrum Center
2018-10-26,7:30p,179,Golden State Warriors,128,New York Knicks,100,,19812,Madison Square Garden
2018-10-26,7:30p,179,Dallas Mavericks,107,Toronto Raptors,116,,19800,Scotiabank Arena
2018-10-26,8:00p,179,Los Angeles Clippers,133,Houston Rockets,113,,18055,Toyota Center
2018-10-26,8:00p,179,Milwaukee Bucks,125,Minnesota Timberwolves,95,,16334,Target Center
2018-10-26,8:00p,179,Brooklyn Nets,115,New Orleans Pelicans,117,,15272,Smoothie King Center
2018-10-26,10:00p,179,Washington Wizards,112,Sacramento Kings,116,,14101,Golden 1 Center
