GameDate,GameStartET,DateId,VisitorTeamName,VisitorPoints,HomeTeamName,HomePoints,Overtime,Attendance,ArenaName
2018-12-05,10:30p,218,San Antonio Spurs,113,Los Angeles Lakers,121,,18997,Staples Center
2018-12-06,8:00p,219,New York Knicks,100,Boston Celtics,128,,18624,TD Garden
2018-12-06,10:00p,219,Phoenix Suns,86,Portland Trail Blazers,108,,19001,Moda Center
2018-12-06,10:30p,219,Houston Rockets,91,Utah Jazz,118,,18306,Vivint Smart Home Arena
2018-12-07,7:00p,220,Denver Nuggets,107,Charlotte Hornets,113,,13755,Spectrum Center
2018-12-07,7:00p,220,Philadelphia 76ers,117,Detroit Pistons,111,,15680,Little Caesars Arena
2018-12-07,7:00p,220,Indiana Pacers,112,Orlando Magic,90,,17214,Amway Center
2018-12-07,7:30p,220,Toronto Raptors,105,Brooklyn Nets,106,OT,14035,Barclays Center
2018-12-07,7:30p,220,Sacramento Kings,129,Cleveland Cavaliers,110,,19432,Rocket Mortgage FieldHouse
2018-12-07,8:00p,220,Oklahoma City Thunder,112,Chicago Bulls,114,,19842,United Center
2018-12-07,8:00p,220,Memphis Grizzlies,107,New Orleans Pelicans,103,,18447,Smoothie King Center
2018-12-07,8:30p,220,Los Angeles Lakers,120,San Antonio Spurs,133,,18354,AT&T Center
2018-12-07,9:00p,220,Miami Heat,115,Phoenix Suns,98,,14273,Talking Stick Resort Arena
2018-12-07,9:30p,220,Golden State Warriors,105,Milwaukee Bucks,95,,17852,Fiserv Forum
2018-12-08,6:00p,221,Houston Rockets,104,Dallas Mavericks,107,,20254,American Airlines Center
2018-12-08,7:00p,221,Sacramento Kings,97,Indiana Pacers,107,,16867,Bankers Life Fieldhouse
2018-12-08,7:30p,221,Denver Nuggets,98,Atlanta Hawks,106,,14409,State Farm Arena
2018-12-08,7:30p,221,Washington Wizards,101,Cleveland Cavaliers,116,,19432,Rocket Mortgage FieldHouse
2018-12-08,7:30p,221,Brooklyn Nets,112,New York Knicks,104,,18662,Madison Square Garden
2018-12-08,8:00p,221,Boston Celtics,133,Chicago Bulls,77,,20923,United Center
2018-12-08,8:00p,221,Los Angeles Lakers,111,Memphis Grizzlies,88,,17794,FedExForum
2018-12-08,10:00p,221,Minnesota Timberwolves,105,Portland Trail Blazers,113,,19359,Moda Center
2018-12-08,10:30p,221,Miami Heat,121,Los Angeles Clippers,98,,17113,Staples Center
2018-12-09,3:30p,222,New Orleans Pelicans,116,Detroit Pistons,108,,14705,Little Caesars Arena
2018-12-09,6:00p,222,Milwaukee Bucks,104,Toronto Raptors,99,,19800,Scotiabank Arena
2018-12-09,7:00p,222,Utah Jazz,97,San Antonio Spurs,110,,17834,AT&T Center
2018-12-09,7:30p,222,Charlotte Hornets,119,New York Knicks,107,,18602,Madison Square Garden
2018-12-10,7:00p,223,Washington Wizards,101,Indiana Pacers,109,,14645,Bankers Life Fieldhouse
2018-12-10,7:00p,223,Detroit Pistons,102,Philadelphia 76ers,116,,20199,Wells Fargo Center
2018-12-10,7:30p,223,New Orleans Pelicans,100,Boston Celtics,113,,18624,TD Garden
2018-12-10,8:00p,223,Sacramento Kings,108,Chicago Bulls,89,,18164,United Center
2018-12-10,8:00p,223,Cleveland Cavaliers,92,Milwaukee Bucks,108,,17155,Fiserv Forum
2018-12-10,8:00p,223,Utah Jazz,113,Oklahoma City Thunder,122,,18203,Chesapeake Energy Arena
2018-12-10,8:30p,223,Orlando Magic,76,Dallas Mavericks,101,,19334,American Airlines Center
2018-12-10,9:00p,223,Memphis Grizzlies,99,Denver Nuggets,105,,15278,Pepsi Center
2018-12-10,9:00p,223,Los Angeles Clippers,123,Phoenix Suns,119,OT,12088,Talking Stick Resort Arena
2018-12-10,10:30p,223,Minnesota Timberwolves,108,Golden State Warriors,116,,19596,Chase Center
2018-12-10,10:30p,223,Miami Heat,105,Los Angeles Lakers,108,,18997,Staples Center
2018-12-11,8:00p,224,Portland Trail Blazers,104,Houston Rockets,111,,18055,Toyota Center
2018-12-11,8:30p,224,Phoenix Suns,86,San Antonio Spurs,111,,17676,AT&T Center
2018-12-11,10:30p,224,Toronto Raptors,123,Los Angeles Clippers,99,,17812,Staples Center
2018-12-12,7:00p,225,Detroit Pistons,107,Charlotte Hornets,108,,13997,Spectrum Center
2018-12-12,7:00p,225,New York Knicks,106,Cleveland Cavaliers,113,,19432,Rocket Mortgage FieldHouse
2018-12-12,7:00p,225,Milwaukee Bucks,97,Indiana Pacers,113,,17070,Bankers Life Fieldhouse
2018-12-12,7:00p,225,Brooklyn Nets,127,Philadelphia 76ers,124,,20376,Wells Fargo Center
2018-12-12,7:00p,225,Boston Celtics,130,Washington Wizards,125,OT,20409,Capital One Arena
2018-12-12,8:00p,225,Portland Trail Blazers,83,Memphis Grizzlies,92,,16282,FedExForum
2018-12-12,8:00p,225,Oklahoma City Thunder,114,New Orleans Pelicans,118,,14450,Smoothie King Center
2018-12-12,8:30p,225,Atlanta Hawks,107,Dallas Mavericks,114,,19643,American Airlines Center
2018-12-12,9:00p,225,Miami Heat,84,Utah Jazz,111,,18306,Vivint Smart Home Arena
2018-12-12,10:00p,225,Minnesota Timberwolves,130,Sacramento Kings,141,,15770,Golden 1 Center
2018-12-12,10:30p,225,Toronto Raptors,113,Golden State Warriors,93,,19596,Chase Center
2018-12-13,8:00p,226,Los Angeles Lakers,111,Houston Rockets,126,,18055,Toyota Center
2018-12-13,8:30p,226,Los Angeles Clippers,87,San Antonio Spurs,125,,18354,AT&T Center
2018-12-13,9:30p,226,Chicago Bulls,91,Orlando Magic,97,,20201,Amway Center
2018-12-13,10:30p,226,Dallas Mavericks,89,Phoenix Suns,99,,13265,Talking Stick Resort Arena
2018-12-14,7:00p,227,Atlanta Hawks,108,Boston Celtics,129,,18624,TD Garden
2018-12-14,7:00p,227,New York Knicks,126,Charlotte Hornets,124,OT,17622,Spectrum Center
2018-12-14,7:30p,227,Washington Wizards,118,Brooklyn Nets,125,,13232,Barclays Center
2018-12-14,7:30p,227,Milwaukee Bucks,114,Cleveland Cavaliers,102,,19432,Rocket Mortgage FieldHouse
2018-12-14,7:30p,227,Indiana Pacers,113,Philadelphia 76ers,101,,20337,Wells Fargo Center
2018-12-14,8:00p,227,Miami Heat,100,Memphis Grizzlies,97,,16313,FedExForum
2018-12-14,10:00p,227,Oklahoma City Thunder,98,Denver Nuggets,109,,19520,Pepsi Center
2018-12-14,10:00p,227,Toronto Raptors,122,Portland Trail Blazers,128,,19458,Moda Center
2018-12-14,10:00p,227,Golden State Warriors,130,Sacramento Kings,125,,17583,Golden 1 Center
2018-12-15,5:00p,228,Utah Jazz,89,Orlando Magic,96,,20011,Amway Center
2018-12-15,7:00p,228,Los Angeles Lakers,128,Charlotte Hornets,100,,19641,Spectrum Center
2018-12-15,7:00p,228,Boston Celtics,104,Detroit Pistons,113,,17078,Little Caesars Arena
2018-12-15,8:00p,228,Houston Rockets,105,Memphis Grizzlies,97,,16777,FedExForum
2018-12-15,8:30p,228,Chicago Bulls,98,San Antonio Spurs,93,,18354,AT&T Center
2018-12-15,9:00p,228,Los Angeles Clippers,104,Oklahoma City Thunder,110,,18203,Chesapeake Energy Arena
2018-12-15,9:00p,228,Minnesota Timberwolves,99,Phoenix Suns,107,,14244,Talking Stick Resort Arena
2018-12-16,3:00p,229,Atlanta Hawks,127,Brooklyn Nets,144,,13955,Barclays Center
2018-12-16,3:30p,229,Philadelphia 76ers,128,Cleveland Cavaliers,105,,19432,Rocket Mortgage FieldHouse
2018-12-16,5:00p,229,New York Knicks,99,Indiana Pacers,110,,16646,Bankers Life Fieldhouse
2018-12-16,6:00p,229,Los Angeles Lakers,110,Washington Wizards,128,,20409,Capital One Arena
2018-12-16,7:00p,229,Sacramento Kings,120,Dallas Mavericks,113,,19935,American Airlines Center
2018-12-16,7:00p,229,Miami Heat,102,New Orleans Pelicans,96,,15535,Smoothie King Center
2018-12-16,8:00p,229,Toronto Raptors,86,Denver Nuggets,95,,19520,Pepsi Center
2018-12-17,7:00p,230,Milwaukee Bucks,107,Detroit Pistons,104,,15051,Little Caesars Arena
2018-12-17,7:30p,230,Phoenix Suns,128,New York Knicks,110,,18437,Madison Square Garden
2018-12-17,8:00p,230,Utah Jazz,97,Houston Rockets,102,,18055,Toyota Center
2018-12-17,8:00p,230,Sacramento Kings,105,Minnesota Timberwolves,132,,12417,Target Center
2018-12-17,8:00p,230,Chicago Bulls,96,Oklahoma City Thunder,121,,18203,Chesapeake Energy Arena
2018-12-17,8:30p,230,Philadelphia 76ers,96,San Antonio Spurs,123,,17486,AT&T Center
2018-12-17,10:30p,230,Memphis Grizzlies,93,Golden State Warriors,110,,19596,Chase Center
2018-12-17,10:30p,230,Portland Trail Blazers,131,Los Angeles Clippers,127,,16030,Staples Center
2018-12-18,7:00p,231,Cleveland Cavaliers,92,Indiana Pacers,91,,15630,Bankers Life Fieldhouse
2018-12-18,7:30p,231,Washington Wizards,110,Atlanta Hawks,118,,16489,State Farm Arena
2018-12-18,7:30p,231,Los Angeles Lakers,110,Brooklyn Nets,115,,17732,Barclays Center
2018-12-18,9:00p,231,Dallas Mavericks,118,Denver Nuggets,126,,15764,Pepsi Center
2018-12-19,7:00p,232,Cleveland Cavaliers,99,Charlotte Hornets,110,,15179,Spectrum Center
2018-12-19,7:00p,232,San Antonio Spurs,129,Orlando Magic,90,,17138,Amway Center
2018-12-19,7:00p,232,New York Knicks,109,Philadelphia 76ers,131,,20424,Wells Fargo Center
2018-12-19,7:30p,232,Phoenix Suns,111,Boston Celtics,103,,18624,TD Garden
2018-12-19,7:30p,232,Indiana Pacers,96,Toronto Raptors,99,,19800,Scotiabank Arena
2018-12-19,8:00p,232,Brooklyn Nets,96,Chicago Bulls,93,,18065,United Center
2018-12-19,8:00p,232,Washington Wizards,118,Houston Rockets,136,,18055,Toyota Center
2018-12-19,8:00p,232,New Orleans Pelicans,115,Milwaukee Bucks,123,,17341,Fiserv Forum
2018-12-19,8:00p,232,Detroit Pistons,129,Minnesota Timberwolves,123,OT,15883,Target Center
2018-12-19,9:00p,232,Golden State Warriors,103,Utah Jazz,108,,18306,Vivint Smart Home Arena
2018-12-19,10:00p,232,Memphis Grizzlies,92,Portland Trail Blazers,99,,19412,Moda Center
2018-12-19,10:00p,232,Oklahoma City Thunder,132,Sacramento Kings,113,,17583,Golden 1 Center
2018-12-20,8:00p,233,Houston Rockets,99,Miami Heat,101,,19600,American Airlines Arena
2018-12-20,10:30p,233,Dallas Mavericks,121,Los Angeles Clippers,125,,17528,Staples Center
2018-12-21,7:00p,234,Detroit Pistons,86,Charlotte Hornets,98,,15812,Spectrum Center
2018-12-21,7:00p,234,Cleveland Cavaliers,110,Toronto Raptors,126,,19800,Scotiabank Arena
2018-12-21,7:30p,234,Indiana Pacers,114,Brooklyn Nets,106,,13302,Barclays Center
2018-12-21,7:30p,234,Atlanta Hawks,114,New York Knicks,107,,19080,Madison Square Garden
2018-12-21,8:00p,234,Milwaukee Bucks,120,Boston Celtics,107,,18624,TD Garden
2018-12-21,8:00p,234,Orlando Magic,80,Chicago Bulls,90,,20436,United Center
2018-12-21,8:30p,234,Minnesota Timberwolves,98,San Antonio Spurs,124,,17708,AT&T Center
2018-12-21,10:00p,234,Utah Jazz,120,Portland Trail Blazers,90,,19127,Moda Center
2018-12-21,10:00p,234,Memphis Grizzlies,99,Sacramento Kings,102,,16369,Golden 1 Center
2018-12-21,10:30p,234,New Orleans Pelicans,104,Los Angeles Lakers,112,,18997,Staples Center
2018-12-22,5:00p,235,Denver Nuggets,111,Los Angeles Clippers,132,,16571,Staples Center
2018-12-22,7:00p,235,Phoenix Suns,146,Washington Wizards,149,3OT,16571,Capital One Arena
2018-12-22,7:30p,235,Toronto Raptors,101,Philadelphia 76ers,126,,20691,Wells Fargo Center
2018-12-22,8:00p,235,San Antonio Spurs,101,Houston Rockets,108,,18055,Toyota Center
2018-12-22,8:00p,235,Milwaukee Bucks,87,Miami Heat,94,,19600,American Airlines Arena
2018-12-22,8:30p,235,Dallas Mavericks,116,Golden State Warriors,120,,19596,Chase Center
2018-12-22,9:00p,235,Oklahoma City Thunder,107,Utah Jazz,106,,18306,Vivint Smart Home Arena
2018-12-23,4:00p,236,Atlanta Hawks,98,Detroit Pistons,95,,16532,Little Caesars Arena
2018-12-23,5:00p,236,Washington Wizards,89,Indiana Pacers,105,,17923,Bankers Life Fieldhouse
2018-12-23,6:00p,236,Charlotte Hornets,103,Boston Celtics,119,,18624,TD Garden
2018-12-23,6:00p,236,Phoenix Suns,103,Brooklyn Nets,111,,15310,Barclays Center
2018-12-23,6:00p,236,Chicago Bulls,112,Cleveland Cavaliers,92,,19432,Rocket Mortgage FieldHouse
2018-12-23,6:00p,236,Miami Heat,115,Orlando Magic,91,,18846,Amway Center
2018-12-23,6:00p,236,New Orleans Pelicans,117,Sacramento Kings,122,,16643,Golden 1 Center
2018-12-23,8:00p,236,Minnesota Timberwolves,114,Oklahoma City Thunder,112,,18203,Chesapeake Energy Arena
2018-12-23,8:30p,236,Los Angeles Clippers,127,Golden State Warriors,129,,19596,Chase Center
2018-12-23,9:00p,236,Dallas Mavericks,118,Portland Trail Blazers,121,OT,19707,Moda Center
2018-12-23,9:30p,236,Memphis Grizzlies,107,Los Angeles Lakers,99,,18997,Staples Center
2018-12-25,12:00p,237,Milwaukee Bucks,109,New York Knicks,95,,19812,Madison Square Garden
2018-12-25,3:00p,237,Oklahoma City Thunder,109,Houston Rockets,113,,18055,Toyota Center
2018-12-25,5:30p,237,Philadelphia 76ers,114,Boston Celtics,121,OT,18624,TD Garden
2018-12-25,8:00p,237,Los Angeles Lakers,127,Golden State Warriors,101,,19596,Chase Center
2018-12-25,10:30p,237,Portland Trail Blazers,96,Utah Jazz,117,,18306,Vivint Smart Home Arena
2018-12-26,7:00p,238,Washington Wizards,95,Detroit Pistons,106,,17534,Little Caesars Arena
2018-12-26,7:00p,238,Phoenix Suns,122,Orlando Magic,120,OT,16755,Amway Center
2018-12-26,7:30p,238,Indiana Pacers,129,Atlanta Hawks,121,,15026,State Farm Arena
2018-12-26,7:30p,238,Charlotte Hornets,132,Brooklyn Nets,134,2OT,14309,Barclays Center
2018-12-26,7:30p,238,Toronto Raptors,106,Miami Heat,104,,19902,American Airlines Arena
2018-12-26,8:00p,238,Minnesota Timberwolves,119,Chicago Bulls,94,,21852,United Center
2018-12-26,8:00p,238,Cleveland Cavaliers,87,Memphis Grizzlies,95,,16424,FedExForum
2018-12-26,8:30p,238,New Orleans Pelicans,119,Dallas Mavericks,122,,20340,American Airlines Center
2018-12-26,8:30p,238,Denver Nuggets,103,San Antonio Spurs,111,,18408,AT&T Center
2018-12-26,10:30p,238,Sacramento Kings,118,Los Angeles Clippers,127,,19068,Staples Center
2018-12-27,8:00p,239,Boston Celtics,113,Houston Rockets,127,,18055,Toyota Center
2018-12-27,8:00p,239,New York Knicks,96,Milwaukee Bucks,112,,18058,Fiserv Forum
2018-12-27,10:00p,239,Los Angeles Lakers,116,Sacramento Kings,117,,17583,Golden 1 Center
2018-12-27,10:30p,239,Portland Trail Blazers,110,Golden State Warriors,109,OT,19596,Chase Center
2018-12-27,10:30p,239,Philadelphia 76ers,114,Utah Jazz,97,,18306,Vivint Smart Home Arena
2018-12-28,7:00p,240,Brooklyn Nets,87,Charlotte Hornets,100,,19411,Spectrum Center
2018-12-28,7:00p,240,Detroit Pistons,88,Indiana Pacers,125,,17923,Bankers Life Fieldhouse
2018-12-28,7:00p,240,Toronto Raptors,87,Orlando Magic,116,,18846,Amway Center
2018-12-28,7:00p,240,Chicago Bulls,101,Washington Wizards,92,,20409,Capital One Arena
2018-12-28,8:00p,240,Cleveland Cavaliers,94,Miami Heat,118,,19617,American Airlines Arena
2018-12-28,8:00p,240,Atlanta Hawks,123,Minnesota Timberwolves,120,OT,18978,Target Center
2018-12-28,8:00p,240,Dallas Mavericks,112,New Orleans Pelicans,114,,18364,Smoothie King Center
2018-12-28,9:00p,240,San Antonio Spurs,99,Denver Nuggets,102,,20076,Pepsi Center
2018-12-28,9:00p,240,Oklahoma City Thunder,118,Phoenix Suns,102,,18055,Talking Stick Resort Arena
2018-12-28,10:30p,240,Los Angeles Clippers,118,Los Angeles Lakers,107,,18997,Staples Center
2018-12-29,5:00p,241,Brooklyn Nets,115,Milwaukee Bucks,129,,17918,Fiserv Forum
2018-12-29,7:00p,241,Houston Rockets,108,New Orleans Pelicans,104,,17555,Smoothie King Center
2018-12-29,7:00p,241,Charlotte Hornets,126,Washington Wizards,130,,17197,Capital One Arena
2018-12-29,7:30p,241,Cleveland Cavaliers,108,Atlanta Hawks,111,,16460,State Farm Arena
2018-12-29,8:00p,241,Boston Celtics,112,Memphis Grizzlies,103,,17794,FedExForum
2018-12-29,8:00p,241,New York Knicks,97,Utah Jazz,129,,18306,Vivint Smart Home Arena
2018-12-29,9:00p,241,Denver Nuggets,122,Phoenix Suns,118,,14975,Talking Stick Resort Arena
2018-12-29,10:00p,241,Golden State Warriors,115,Portland Trail Blazers,105,,19797,Moda Center
2018-12-29,10:30p,241,San Antonio Spurs,122,Los Angeles Clippers,111,,19068,Staples Center
2018-12-30,3:30p,242,Detroit Pistons,107,Orlando Magic,109,,17761,Amway Center
2018-12-30,6:00p,242,Minnesota Timberwolves,113,Miami Heat,104,,19600,American Airlines Arena
2018-12-30,6:00p,242,Chicago Bulls,89,Toronto Raptors,95,,19800,Scotiabank Arena
2018-12-30,7:00p,242,Oklahoma City Thunder,103,Dallas Mavericks,105,,20380,American Airlines Center
2018-12-30,9:00p,242,Philadelphia 76ers,95,Portland Trail Blazers,129,,19393,Moda Center
2018-12-30,9:30p,242,Sacramento Kings,114,Los Angeles Lakers,121,,18997,Staples Center
2018-12-31,3:00p,243,Atlanta Hawks,108,Indiana Pacers,116,,17923,Bankers Life Fieldhouse
2018-12-31,6:00p,243,Orlando Magic,100,Charlotte Hornets,125,,14694,Spectrum Center
2018-12-31,7:00p,243,Memphis Grizzlies,101,Houston Rockets,113,,18055,Toyota Center
2018-12-31,7:00p,243,Boston Celtics,111,San Antonio Spurs,120,,18354,AT&T Center
2018-12-31,8:00p,243,Minnesota Timberwolves,114,New Orleans Pelicans,123,,14904,Smoothie King Center
2018-12-31,8:00p,243,Dallas Mavericks,102,Oklahoma City Thunder,122,,18203,Chesapeake Energy Arena
2018-12-31,9:00p,243,Golden State Warriors,132,Phoenix Suns,109,,16906,Talking Stick Resort Arena
2019-01-01,7:30p,244,Utah Jazz,116,Toronto Raptors,122,,19800,Scotiabank Arena
2019-01-01,8:00p,244,Detroit Pistons,98,Milwaukee Bucks,121,,17534,Fiserv Forum
2019-01-01,9:00p,244,New York Knicks,108,Denver Nuggets,115,,19520,Pepsi Center
2019-01-01,9:00p,244,Portland Trail Blazers,113,Sacramento Kings,108,OT,17583,Golden 1 Center
2019-01-01,10:30p,244,Philadelphia 76ers,119,Los Angeles Clippers,113,,17868,Staples Center
2019-01-02,7:00p,245,Dallas Mavericks,122,Charlotte Hornets,84,,16955,Spectrum Center
2019-01-02,7:00p,245,Miami Heat,117,Cleveland Cavaliers,92,,19432,Rocket Mortgage FieldHouse
2019-01-02,7:00p,245,Atlanta Hawks,98,Washington Wizards,114,,15324,Capital One Arena
2019-01-02,7:30p,245,New Orleans Pelicans,121,Brooklyn Nets,126,,16890,Barclays Center
2019-01-02,8:00p,245,Minnesota Timberwolves,102,Boston Celtics,115,,18624,TD Garden
2019-01-02,8:00p,245,Orlando Magic,112,Chicago Bulls,84,,19013,United Center
2019-01-02,8:00p,245,Detroit Pistons,101,Memphis Grizzlies,94,,14109,FedExForum
2019-01-02,9:00p,245,Philadelphia 76ers,132,Phoenix Suns,127,,15226,Talking Stick Resort Arena
2019-01-02,10:30p,245,Oklahoma City Thunder,107,Los Angeles Lakers,100,,18997,Staples Center
2019-01-03,8:00p,246,Toronto Raptors,107,San Antonio Spurs,125,,18354,AT&T Center
2019-01-03,10:00p,246,Denver Nuggets,117,Sacramento Kings,113,,17583,Golden 1 Center
2019-01-03,10:30p,246,Houston Rockets,135,Golden State Warriors,134,OT,19596,Chase Center
2019-01-04,7:30p,247,Utah Jazz,117,Cleveland Cavaliers,91,,19432,Rocket Mortgage FieldHouse
2019-01-04,8:00p,247,Dallas Mavericks,93,Boston Celtics,114,,18624,TD Garden
2019-01-04,8:00p,247,Indiana Pacers,119,Chicago Bulls,116,OT,21284,United Center
2019-01-04,8:00p,247,Brooklyn Nets,109,Memphis Grizzlies,100,,16683,FedExForum
2019-01-04,8:00p,247,Washington Wizards,109,Miami Heat,115,,19600,American Airlines Arena
2019-01-04,8:00p,247,Orlando Magic,103,Minnesota Timberwolves,120,,14355,Target Center
2019-01-04,8:30p,247,Atlanta Hawks,112,Milwaukee Bucks,144,,17632,Fiserv Forum
2019-01-04,9:00p,247,Los Angeles Clippers,121,Phoenix Suns,111,,14764,Talking Stick Resort Arena
2019-01-04,10:30p,247,New York Knicks,119,Los Angeles Lakers,112,,18997,Staples Center
2019-01-04,10:30p,247,Oklahoma City Thunder,111,Portland Trail Blazers,109,,19393,Moda Center
2019-01-05,5:00p,248,Charlotte Hornets,110,Denver Nuggets,123,,19861,Pepsi Center
2019-01-05,7:00p,248,Utah Jazz,110,Detroit Pistons,105,,17255,Little Caesars Arena
2019-01-05,7:30p,248,Dallas Mavericks,100,Philadelphia 76ers,106,,20656,Wells Fargo Center
2019-01-05,8:00p,248,New Orleans Pelicans,133,Cleveland Cavaliers,98,,19432,Rocket Mortgage FieldHouse
2019-01-05,8:30p,248,Toronto Raptors,123,Milwaukee Bucks,116,,18028,Fiserv Forum
2019-01-05,8:30p,248,Memphis Grizzlies,88,San Antonio Spurs,108,,18354,AT&T Center
2019-01-05,10:00p,248,Houston Rockets,101,Portland Trail Blazers,110,,19577,Moda Center
2019-01-05,10:00p,248,Golden State Warriors,127,Sacramento Kings,123,,17583,Golden 1 Center
2019-01-06,3:30p,249,Brooklyn Nets,117,Chicago Bulls,100,,19265,United Center
2019-01-06,3:30p,249,Orlando Magic,96,Los Angeles Clippers,106,,16616,Staples Center
2019-01-06,3:30p,249,Los Angeles Lakers,86,Minnesota Timberwolves,108,,18978,Target Center
2019-01-06,6:00p,249,Miami Heat,82,Atlanta Hawks,106,,16630,State Farm Arena
2019-01-06,7:00p,249,Washington Wizards,116,Oklahoma City Thunder,98,,18203,Chesapeake Energy Arena
2019-01-06,7:30p,249,Indiana Pacers,105,Toronto Raptors,121,,19800,Scotiabank Arena
2019-01-06,8:00p,249,Charlotte Hornets,119,Phoenix Suns,113,,13110,Talking Stick Resort Arena
2019-01-07,7:00p,250,San Antonio Spurs,119,Detroit Pistons,107,,13107,Little Caesars Arena
2019-01-07,7:30p,250,Brooklyn Nets,95,Boston Celtics,116,,18624,TD Garden
2019-01-07,8:00p,250,Denver Nuggets,113,Houston Rockets,125,,18055,Toyota Center
2019-01-07,8:00p,250,Utah Jazz,102,Milwaukee Bucks,114,,17341,Fiserv Forum
2019-01-07,8:00p,250,Memphis Grizzlies,95,New Orleans Pelicans,114,,14624,Smoothie King Center
2019-01-07,8:30p,250,Los Angeles Lakers,107,Dallas Mavericks,97,,20354,American Airlines Center
2019-01-07,10:00p,250,New York Knicks,101,Portland Trail Blazers,111,,19026,Moda Center
2019-01-07,10:00p,250,Orlando Magic,95,Sacramento Kings,111,,15724,Golden 1 Center
2019-01-08,7:00p,251,Indiana Pacers,123,Cleveland Cavaliers,115,,19432,Rocket Mortgage FieldHouse
2019-01-08,7:00p,251,Washington Wizards,115,Philadelphia 76ers,132,,20446,Wells Fargo Center
2019-01-08,7:30p,251,Denver Nuggets,103,Miami Heat,99,,19600,American Airlines Arena
2019-01-08,7:30p,251,Atlanta Hawks,101,Toronto Raptors,104,,19800,Scotiabank Arena
2019-01-08,8:00p,251,Minnesota Timberwolves,119,Oklahoma City Thunder,117,,18203,Chesapeake Energy Arena
2019-01-08,9:00p,251,Sacramento Kings,111,Phoenix Suns,115,,13977,Talking Stick Resort Arena
2019-01-08,10:30p,251,New York Knicks,95,Golden State Warriors,122,,19596,Chase Center
2019-01-08,10:30p,251,Charlotte Hornets,109,Los Angeles Clippers,128,,15275,Staples Center
2019-01-09,7:00p,252,Indiana Pacers,108,Boston Celtics,135,,18624,TD Garden
2019-01-09,7:00p,252,Philadelphia 76ers,106,Washington Wizards,123,,18039,Capital One Arena
2019-01-09,7:30p,252,Atlanta Hawks,100,Brooklyn Nets,116,,14531,Barclays Center
2019-01-09,8:00p,252,Milwaukee Bucks,116,Houston Rockets,109,,18055,Toyota Center
2019-01-09,8:00p,252,San Antonio Spurs,86,Memphis Grizzlies,96,,13944,FedExForum
2019-01-09,8:00p,252,Cleveland Cavaliers,124,New Orleans Pelicans,140,,15058,Smoothie King Center
2019-01-09,8:30p,252,Phoenix Suns,94,Dallas Mavericks,104,,19596,American Airlines Center
2019-01-09,9:00p,252,Orlando Magic,93,Utah Jazz,106,,18306,Vivint Smart Home Arena
2019-01-09,10:00p,252,Chicago Bulls,112,Portland Trail Blazers,124,,19393,Moda Center
2019-01-09,10:30p,252,Detroit Pistons,100,Los Angeles Lakers,113,,18997,Staples Center
2019-01-10,7:00p,253,Boston Celtics,99,Miami Heat,115,,19600,American Airlines Arena
2019-01-10,9:00p,253,Los Angeles Clippers,100,Denver Nuggets,121,,15742,Pepsi Center
2019-01-10,9:30p,253,Oklahoma City Thunder,147,San Antonio Spurs,154,2OT,18354,AT&T Center
2019-01-10,10:00p,253,Detroit Pistons,102,Sacramento Kings,112,,16916,Golden 1 Center
2019-01-11,7:00p,254,Atlanta Hawks,123,Philadelphia 76ers,121,,20487,Wells Fargo Center
2019-01-11,7:00p,254,Milwaukee Bucks,106,Washington Wizards,113,,17996,Capital One Arena
2019-01-11,7:30p,254,Indiana Pacers,121,New York Knicks,106,,19812,Madison Square Garden
2019-01-11,7:30p,254,Brooklyn Nets,105,Toronto Raptors,122,,19800,Scotiabank Arena
2019-01-11,8:00p,254,Cleveland Cavaliers,113,Houston Rockets,141,,18055,Toyota Center
2019-01-11,8:00p,254,Dallas Mavericks,119,Minnesota Timberwolves,115,,18978,Target Center
2019-01-11,10:00p,254,Charlotte Hornets,96,Portland Trail Blazers,127,,19393,Moda Center
2019-01-11,10:00p,254,Los Angeles Lakers,95,Utah Jazz,113,,18306,Vivint Smart Home Arena
2019-01-11,10:30p,254,Chicago Bulls,109,Golden State Warriors,146,,19596,Chase Center
2019-01-12,3:30p,255,Detroit Pistons,109,Los Angeles Clippers,104,,16540,Staples Center
2019-01-12,5:00p,255,Memphis Grizzlies,108,Miami Heat,112,,19600,American Airlines Arena
2019-01-12,7:00p,255,Boston Celtics,103,Orlando Magic,105,,18846,Amway Center
2019-01-12,8:00p,255,New Orleans Pelicans,106,Minnesota Timberwolves,110,,16384,Target Center
2019-01-12,8:00p,255,San Antonio Spurs,112,Oklahoma City Thunder,122,,18203,Chesapeake Energy Arena
2019-01-12,9:00p,255,Denver Nuggets,93,Phoenix Suns,102,,15246,Talking Stick Resort Arena
2019-01-12,10:00p,255,Charlotte Hornets,97,Sacramento Kings,104,,17853,Golden 1 Center
2019-01-12,10:00p,255,Chicago Bulls,102,Utah Jazz,110,,18306,Vivint Smart Home Arena
2019-01-13,1:00p,256,Philadelphia 76ers,108,New York Knicks,105,,18596,Madison Square Garden
2019-01-13,1:00p,256,Toronto Raptors,140,Washington Wizards,138,2OT,16919,Capital One Arena
2019-01-13,3:30p,256,Milwaukee Bucks,133,Atlanta Hawks,114,,16292,State Farm Arena
2019-01-13,6:00p,256,Houston Rockets,109,Orlando Magic,116,,16982,Amway Center
2019-01-13,7:00p,256,Golden State Warriors,119,Dallas Mavericks,114,,20340,American Airlines Center
